Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-95,95.0,Male,Research Scientist,Single,No,Y,4.0,-2.0,0.0,31.0,1.0,1082.0,1.0,Master's Degree,1.0,3.0,87.0,3.0,1.0,2.0,2501.0,18775.0,1.0,17.0,3.0,2.0,80.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-96,96.0,Male,Research Scientist,Married,No,Y,3.0,-2.0,0.0,32.0,1.0,548.0,1.0,Bachelor's Degree,1.0,2.0,66.0,3.0,2.0,2.0,6220.0,7346.0,1.0,17.0,3.0,2.0,80.0,2.0,10.0,3.0,10.0,4.0,0.0,9.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-97,97.0,Female,Laboratory Technician,Married,No,Y,3.0,-2.0,0.0,36.0,1.0,132.0,6.0,Bachelor's Degree,1.0,2.0,55.0,4.0,1.0,4.0,3038.0,22002.0,3.0,12.0,3.0,2.0,80.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-98,98.0,Female,Manufacturing Director,Single,No,Y,2.0,-2.0,0.0,31.0,1.0,746.0,8.0,Master's Degree,1.0,3.0,61.0,3.0,2.0,4.0,4424.0,20682.0,1.0,23.0,4.0,4.0,80.0,0.0,11.0,3.0,11.0,7.0,1.0,8.0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-100,100.0,Male,Sales Executive,Single,No,Y,2.0,-2.0,0.0,35.0,1.0,776.0,1.0,Master's Degree,1.0,3.0,32.0,2.0,2.0,1.0,4312.0,23016.0,0.0,14.0,3.0,2.0,80.0,0.0,16.0,3.0,15.0,13.0,2.0,8.0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Other,STAFF-101,101.0,Male,Research Director,Married,Yes,Y,3.0,-2.0,0.0,45.0,1.0,193.0,6.0,Master's Degree,1.0,4.0,52.0,3.0,3.0,1.0,13245.0,15067.0,4.0,14.0,3.0,2.0,80.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-102,102.0,Male,Research Director,Single,No,Y,3.0,-2.0,0.0,37.0,1.0,397.0,7.0,Master's Degree,1.0,1.0,30.0,3.0,3.0,3.0,13664.0,25258.0,4.0,13.0,3.0,1.0,80.0,0.0,16.0,4.0,5.0,2.0,0.0,2.0
No,Travel_Rarely,45 - 54,Current Employees,HR,Medical,STAFF-103,103.0,Male,Human Resources,Divorced,Yes,Y,2.0,-2.0,0.0,46.0,1.0,945.0,5.0,Associates Degree,1.0,2.0,80.0,3.0,2.0,2.0,5021.0,10425.0,8.0,22.0,4.0,4.0,80.0,1.0,16.0,3.0,4.0,2.0,0.0,2.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-104,104.0,Male,Laboratory Technician,Married,Yes,Y,1.0,-2.0,0.0,30.0,1.0,852.0,1.0,High School,1.0,4.0,55.0,2.0,2.0,4.0,5126.0,15998.0,1.0,12.0,3.0,3.0,80.0,2.0,10.0,2.0,10.0,8.0,3.0,0.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-105,105.0,Male,Research Scientist,Single,No,Y,3.0,-2.0,0.0,35.0,1.0,1214.0,1.0,Bachelor's Degree,1.0,2.0,30.0,2.0,1.0,3.0,2859.0,26278.0,1.0,18.0,3.0,1.0,80.0,0.0,6.0,3.0,6.0,4.0,0.0,4.0
No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,STAFF-106,106.0,Male,Sales Executive,,No,Y,4.0,-2.0,0.0,55.0,1.0,111.0,1.0,Associates Degree,1.0,1.0,70.0,3.0,3.0,4.0,10239.0,18092.0,3.0,14.0,3.0,4.0,80.0,1.0,24.0,3.0,1.0,0.0,1.0,0.0
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-107,107.0,Female,Research Scientist,Divorced,Yes,Y,3.0,-2.0,0.0,38.0,1.0,573.0,6.0,Bachelor's Degree,1.0,2.0,79.0,1.0,2.0,4.0,5329.0,15717.0,7.0,12.0,3.0,4.0,80.0,3.0,17.0,3.0,13.0,11.0,1.0,9.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-110,110.0,Male,Manufacturing Director,Married,No,Y,2.0,-2.0,0.0,34.0,1.0,1153.0,1.0,Associates Degree,1.0,1.0,94.0,3.0,2.0,2.0,4325.0,17736.0,1.0,15.0,3.0,3.0,80.0,0.0,5.0,3.0,5.0,2.0,1.0,3.0
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-112,112.0,Male,Manufacturing Director,Single,No,Y,3.0,-2.0,0.0,56.0,1.0,1400.0,7.0,Bachelor's Degree,1.0,4.0,49.0,1.0,3.0,4.0,7260.0,21698.0,4.0,11.0,3.0,1.0,80.0,0.0,37.0,2.0,6.0,4.0,0.0,2.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Technical Degree,STAFF-113,113.0,Male,Sales Representative,Divorced,No,Y,3.0,-2.0,0.0,23.0,1.0,541.0,2.0,High School,1.0,3.0,62.0,3.0,1.0,1.0,2322.0,9518.0,3.0,13.0,3.0,3.0,80.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-116,116.0,Male,Laboratory Technician,Married,No,Y,4.0,-2.0,0.0,51.0,1.0,432.0,9.0,Master's Degree,1.0,4.0,96.0,3.0,1.0,4.0,2075.0,18725.0,3.0,23.0,4.0,2.0,80.0,2.0,10.0,3.0,4.0,2.0,0.0,3.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-117,117.0,Male,Healthcare Representative,Married,No,Y,3.0,-2.0,0.0,30.0,1.0,288.0,2.0,Bachelor's Degree,1.0,3.0,99.0,2.0,2.0,4.0,4152.0,15830.0,1.0,19.0,3.0,1.0,80.0,3.0,11.0,3.0,11.0,10.0,10.0,8.0
Yes,Travel_Rarely,45 - 54,Ex-Employees,Sales,Medical,STAFF-118,118.0,Male,Sales Executive,Single,No,Y,3.0,-2.0,0.0,46.0,0.0,669.0,9.0,Associates Degree,1.0,3.0,64.0,2.0,3.0,4.0,9619.0,13596.0,1.0,16.0,3.0,4.0,80.0,0.0,9.0,3.0,9.0,8.0,4.0,7.0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-119,119.0,Male,Healthcare Representative,Married,No,Y,3.0,-2.0,0.0,40.0,1.0,530.0,1.0,Master's Degree,1.0,3.0,78.0,2.0,4.0,2.0,13503.0,14115.0,1.0,22.0,4.0,4.0,80.0,1.0,22.0,2.0,22.0,3.0,11.0,11.0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-120,120.0,Male,Sales Executive,Single,Yes,Y,2.0,-2.0,0.0,51.0,1.0,632.0,21.0,Master's Degree,1.0,3.0,71.0,3.0,2.0,4.0,5441.0,8423.0,0.0,22.0,4.0,4.0,80.0,0.0,11.0,1.0,10.0,7.0,1.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-121,121.0,Female,Sales Executive,Divorced,Yes,Y,4.0,-2.0,0.0,30.0,1.0,1334.0,4.0,Associates Degree,1.0,3.0,63.0,2.0,2.0,2.0,5209.0,19760.0,1.0,12.0,3.0,2.0,80.0,3.0,11.0,2.0,11.0,8.0,2.0,7.0
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-124,124.0,Male,Healthcare Representative,Married,Yes,Y,5.0,-2.0,0.0,46.0,1.0,638.0,1.0,Bachelor's Degree,1.0,3.0,40.0,2.0,3.0,1.0,10673.0,3142.0,2.0,13.0,3.0,3.0,80.0,1.0,21.0,2.0,10.0,9.0,9.0,5.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-125,125.0,Male,Sales Executive,Single,No,Y,0.0,-2.0,0.0,32.0,1.0,1093.0,6.0,Master's Degree,1.0,2.0,87.0,3.0,2.0,3.0,5010.0,24301.0,1.0,16.0,3.0,1.0,80.0,0.0,12.0,3.0,11.0,8.0,5.0,7.0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-126,126.0,Female,Research Director,Married,No,Y,5.0,-2.0,0.0,54.0,1.0,1217.0,2.0,Master's Degree,1.0,1.0,60.0,3.0,3.0,3.0,13549.0,24001.0,9.0,12.0,3.0,1.0,80.0,1.0,16.0,1.0,4.0,3.0,0.0,3.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Other,STAFF-128,128.0,Female,Sales Executive,Married,No,Y,2.0,-2.0,0.0,24.0,1.0,1353.0,3.0,Associates Degree,1.0,1.0,33.0,3.0,2.0,3.0,4999.0,17519.0,0.0,21.0,4.0,1.0,80.0,1.0,4.0,2.0,3.0,2.0,0.0,2.0
No,Non-Travel,25 - 34,Current Employees,Sales,Medical,STAFF-129,129.0,Male,Sales Executive,Married,No,Y,3.0,-2.0,0.0,28.0,1.0,120.0,4.0,Bachelor's Degree,1.0,2.0,43.0,3.0,2.0,3.0,4221.0,8863.0,1.0,15.0,3.0,2.0,80.0,0.0,5.0,4.0,5.0,4.0,0.0,4.0
No,Travel_Rarely,Over 55,Current Employees,Sales,Medical,STAFF-131,131.0,Male,Sales Executive,Single,No,Y,1.0,-2.0,0.0,58.0,1.0,682.0,10.0,Master's Degree,1.0,4.0,37.0,3.0,4.0,3.0,13872.0,24409.0,0.0,13.0,3.0,3.0,80.0,0.0,38.0,2.0,37.0,10.0,1.0,8.0
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-132,132.0,Male,Laboratory Technician,Married,No,Y,3.0,-2.0,0.0,44.0,1.0,489.0,23.0,Bachelor's Degree,1.0,2.0,67.0,3.0,2.0,2.0,2042.0,25043.0,4.0,12.0,3.0,3.0,80.0,1.0,17.0,4.0,3.0,2.0,1.0,2.0
Yes,Travel_Rarely,35 - 44,Ex-Employees,HR,Human Resources,STAFF-133,133.0,Male,Human Resources,Divorced,Yes,Y,3.0,-2.0,0.0,37.0,0.0,807.0,6.0,Master's Degree,1.0,3.0,63.0,3.0,1.0,1.0,2073.0,23648.0,4.0,22.0,4.0,4.0,80.0,0.0,7.0,3.0,3.0,2.0,0.0,2.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-134,134.0,Male,Research Scientist,Single,No,Y,2.0,-2.0,0.0,32.0,1.0,827.0,1.0,High School,1.0,4.0,71.0,3.0,1.0,1.0,2956.0,15178.0,1.0,13.0,3.0,4.0,80.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-137,137.0,Female,Laboratory Technician,Single,Yes,Y,5.0,-2.0,0.0,20.0,0.0,871.0,6.0,Bachelor's Degree,1.0,4.0,66.0,2.0,1.0,4.0,2926.0,19783.0,1.0,18.0,3.0,2.0,80.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-138,138.0,Female,Research Scientist,Single,No,Y,3.0,-2.0,0.0,34.0,1.0,665.0,6.0,Master's Degree,1.0,1.0,41.0,3.0,2.0,3.0,4809.0,12482.0,1.0,14.0,3.0,3.0,80.0,0.0,16.0,3.0,16.0,13.0,2.0,10.0
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-139,139.0,Male,Healthcare Representative,Divorced,No,Y,2.0,-2.0,0.0,37.0,1.0,1040.0,2.0,Associates Degree,1.0,3.0,100.0,2.0,2.0,4.0,5163.0,15850.0,5.0,14.0,3.0,4.0,80.0,1.0,17.0,4.0,1.0,0.0,0.0,0.0
No,Non-Travel,Over 55,Current Employees,HR,Human Resources,STAFF-140,140.0,Female,Manager,Married,No,Y,3.0,-2.0,0.0,59.0,1.0,1420.0,2.0,Master's Degree,1.0,3.0,32.0,2.0,5.0,4.0,18844.0,21922.0,9.0,21.0,4.0,4.0,80.0,1.0,30.0,3.0,3.0,2.0,2.0,2.0
No,Travel_Frequently,45 - 54,Current Employees,R&D,Life Sciences,STAFF-141,141.0,Female,Research Director,Married,Yes,Y,1.0,-2.0,0.0,50.0,1.0,1115.0,1.0,Bachelor's Degree,1.0,1.0,73.0,3.0,5.0,2.0,18172.0,9755.0,3.0,19.0,3.0,1.0,80.0,0.0,28.0,2.0,8.0,3.0,0.0,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-142,142.0,Male,Sales Executive,Single,Yes,Y,1.0,-2.0,0.0,25.0,0.0,240.0,5.0,Bachelor's Degree,1.0,3.0,46.0,2.0,2.0,3.0,5744.0,26959.0,1.0,11.0,3.0,4.0,80.0,0.0,6.0,3.0,6.0,4.0,0.0,3.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-143,143.0,Male,Research Scientist,Married,No,Y,2.0,-2.0,0.0,25.0,1.0,1280.0,7.0,High School,1.0,4.0,64.0,2.0,1.0,4.0,2889.0,26897.0,1.0,11.0,3.0,3.0,80.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-144,144.0,Female,Laboratory Technician,Single,No,Y,5.0,-2.0,0.0,22.0,1.0,534.0,15.0,Bachelor's Degree,1.0,2.0,59.0,3.0,1.0,4.0,2871.0,23785.0,1.0,15.0,3.0,3.0,80.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-145,145.0,Female,Healthcare Representative,Single,No,Y,1.0,-2.0,0.0,51.0,1.0,1456.0,1.0,Master's Degree,1.0,1.0,30.0,2.0,3.0,1.0,7484.0,25796.0,3.0,20.0,4.0,3.0,80.0,0.0,23.0,2.0,13.0,12.0,12.0,8.0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-147,147.0,Male,Laboratory Technician,Single,Yes,Y,3.0,-2.0,0.0,34.0,0.0,658.0,7.0,Bachelor's Degree,1.0,1.0,66.0,1.0,2.0,3.0,6074.0,22887.0,1.0,24.0,4.0,4.0,80.0,0.0,9.0,3.0,9.0,7.0,0.0,6.0
No,Non-Travel,45 - 54,Current Employees,HR,Human Resources,STAFF-148,148.0,Female,Manager,Single,Yes,Y,3.0,-2.0,0.0,54.0,1.0,142.0,26.0,Bachelor's Degree,1.0,4.0,30.0,4.0,4.0,4.0,17328.0,13871.0,2.0,12.0,3.0,3.0,80.0,0.0,23.0,3.0,5.0,3.0,4.0,4.0
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-150,150.0,Male,Laboratory Technician,Married,No,Y,2.0,-2.0,0.0,24.0,1.0,1127.0,18.0,High School,1.0,2.0,52.0,3.0,1.0,3.0,2774.0,13257.0,0.0,12.0,3.0,3.0,80.0,1.0,6.0,3.0,5.0,3.0,1.0,2.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-151,151.0,Female,Research Scientist,Divorced,No,Y,3.0,-2.0,0.0,34.0,1.0,1031.0,6.0,Master's Degree,1.0,3.0,45.0,2.0,2.0,2.0,4505.0,15000.0,6.0,15.0,3.0,3.0,80.0,1.0,12.0,3.0,1.0,0.0,0.0,0.0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-152,152.0,Male,Sales Executive,Single,No,Y,3.0,-2.0,0.0,37.0,1.0,1189.0,3.0,Bachelor's Degree,1.0,3.0,87.0,3.0,3.0,4.0,7428.0,14506.0,2.0,12.0,3.0,1.0,80.0,0.0,12.0,3.0,5.0,3.0,1.0,3.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-153,153.0,Female,Manager,Single,No,Y,6.0,-2.0,0.0,34.0,1.0,1354.0,5.0,Bachelor's Degree,1.0,3.0,45.0,2.0,3.0,1.0,11631.0,5615.0,2.0,12.0,3.0,4.0,80.0,0.0,14.0,3.0,11.0,10.0,5.0,8.0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Technical Degree,STAFF-154,154.0,Female,Sales Executive,Married,No,Y,6.0,-2.0,0.0,36.0,1.0,1467.0,11.0,Associates Degree,1.0,2.0,92.0,3.0,3.0,4.0,9738.0,22952.0,0.0,14.0,3.0,3.0,80.0,1.0,10.0,3.0,9.0,7.0,2.0,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-155,155.0,Female,Laboratory Technician,Divorced,No,Y,2.0,-2.0,0.0,36.0,1.0,922.0,3.0,Associates Degree,1.0,1.0,39.0,3.0,1.0,4.0,2835.0,2561.0,5.0,22.0,4.0,1.0,80.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,STAFF-158,158.0,Male,Manager,Married,Yes,Y,3.0,-2.0,0.0,43.0,1.0,394.0,26.0,Associates Degree,1.0,3.0,92.0,3.0,4.0,4.0,16959.0,19494.0,1.0,12.0,3.0,4.0,80.0,2.0,25.0,4.0,25.0,12.0,4.0,12.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-159,159.0,Male,Research Scientist,Divorced,No,Y,2.0,-2.0,0.0,30.0,1.0,1312.0,23.0,Bachelor's Degree,1.0,1.0,96.0,1.0,1.0,3.0,2613.0,22310.0,1.0,25.0,4.0,3.0,80.0,3.0,10.0,2.0,10.0,7.0,0.0,9.0
No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-160,160.0,Male,Sales Executive,Married,No,Y,2.0,-2.0,0.0,33.0,1.0,750.0,22.0,Associates Degree,1.0,3.0,95.0,3.0,2.0,2.0,6146.0,15480.0,0.0,13.0,3.0,1.0,80.0,1.0,8.0,4.0,7.0,7.0,0.0,7.0
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Life Sciences,STAFF-161,161.0,Female,Research Scientist,Married,Yes,Y,2.0,-2.0,0.0,56.0,0.0,441.0,14.0,Master's Degree,1.0,2.0,72.0,3.0,1.0,2.0,4963.0,4510.0,9.0,18.0,3.0,1.0,80.0,3.0,7.0,3.0,5.0,4.0,4.0,3.0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-162,162.0,Male,Research Director,Single,No,Y,5.0,-2.0,0.0,51.0,1.0,684.0,6.0,Bachelor's Degree,1.0,1.0,51.0,3.0,5.0,3.0,19537.0,6462.0,7.0,13.0,3.0,3.0,80.0,0.0,23.0,3.0,20.0,18.0,15.0,15.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-163,163.0,Male,Sales Executive,Married,Yes,Y,3.0,-2.0,0.0,31.0,0.0,249.0,6.0,Master's Degree,1.0,2.0,,1.0,2.0,3.0,6172.0,20739.0,4.0,18.0,3.0,2.0,80.0,0.0,12.0,2.0,7.0,7.0,7.0,7.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-164,164.0,Female,Research Scientist,Married,No,Y,3.0,-2.0,0.0,26.0,1.0,841.0,6.0,Bachelor's Degree,1.0,3.0,46.0,2.0,1.0,2.0,2368.0,23300.0,1.0,19.0,3.0,3.0,80.0,0.0,5.0,2.0,5.0,4.0,4.0,3.0
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-165,165.0,Female,Healthcare Representative,Married,No,Y,3.0,-2.0,0.0,58.0,0.0,147.0,23.0,Master's Degree,1.0,4.0,94.0,3.0,3.0,4.0,10312.0,3465.0,1.0,12.0,3.0,4.0,80.0,1.0,40.0,2.0,40.0,10.0,15.0,6.0
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Marketing,STAFF-167,167.0,Male,Sales Representative,Single,Yes,Y,2.0,-2.0,0.0,19.0,0.0,528.0,22.0,High School,1.0,4.0,50.0,3.0,1.0,3.0,1675.0,26820.0,1.0,19.0,3.0,4.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,STAFF-169,169.0,Male,Laboratory Technician,Married,No,Y,2.0,-2.0,0.0,22.0,1.0,594.0,2.0,High School,1.0,3.0,100.0,3.0,1.0,4.0,2523.0,19299.0,0.0,14.0,3.0,3.0,80.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-170,170.0,Female,Manufacturing Director,Married,No,Y,2.0,-2.0,0.0,49.0,1.0,470.0,20.0,Master's Degree,1.0,3.0,96.0,3.0,2.0,1.0,6567.0,5549.0,1.0,14.0,3.0,3.0,80.0,0.0,16.0,2.0,15.0,11.0,5.0,11.0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-171,171.0,Female,Research Scientist,Single,No,Y,2.0,-2.0,0.0,43.0,1.0,957.0,28.0,Bachelor's Degree,1.0,2.0,72.0,4.0,1.0,3.0,4739.0,16090.0,4.0,12.0,3.0,4.0,80.0,0.0,18.0,3.0,3.0,2.0,1.0,2.0
No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,STAFF-174,174.0,Female,Sales Executive,Single,No,Y,3.0,-2.0,0.0,50.0,1.0,809.0,12.0,Bachelor's Degree,1.0,3.0,77.0,3.0,3.0,4.0,,6645.0,4.0,11.0,3.0,4.0,80.0,0.0,16.0,3.0,2.0,2.0,2.0,1.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-175,175.0,Female,Sales Executive,Married,Yes,Y,2.0,-2.0,0.0,31.0,0.0,542.0,20.0,Bachelor's Degree,1.0,2.0,71.0,1.0,2.0,3.0,4559.0,24788.0,3.0,11.0,3.0,3.0,80.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-176,176.0,Male,Sales Executive,Divorced,Yes,Y,2.0,-2.0,0.0,41.0,1.0,802.0,9.0,High School,1.0,3.0,96.0,3.0,3.0,3.0,8189.0,21196.0,3.0,13.0,3.0,3.0,80.0,1.0,12.0,3.0,9.0,7.0,0.0,7.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Life Sciences,STAFF-177,177.0,Female,Human Resources,Married,No,Y,3.0,-2.0,0.0,26.0,1.0,1355.0,25.0,High School,1.0,3.0,61.0,3.0,1.0,3.0,2942.0,8916.0,1.0,23.0,4.0,4.0,80.0,1.0,8.0,3.0,8.0,7.0,5.0,7.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-178,178.0,Male,Manufacturing Director,Divorced,No,Y,0.0,-2.0,0.0,36.0,1.0,216.0,6.0,Associates Degree,1.0,2.0,84.0,3.0,2.0,2.0,4941.0,2819.0,6.0,20.0,4.0,4.0,80.0,2.0,7.0,3.0,3.0,2.0,0.0,1.0
Yes,Travel_Frequently,45 - 54,Ex-Employees,R&D,Life Sciences,STAFF-179,179.0,Male,Manufacturing Director,Single,No,Y,2.0,-2.0,0.0,51.0,0.0,1150.0,8.0,Master's Degree,1.0,1.0,53.0,1.0,3.0,4.0,10650.0,25150.0,2.0,15.0,3.0,4.0,80.0,0.0,18.0,3.0,4.0,2.0,0.0,3.0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-182,182.0,Female,Sales Executive,Married,No,Y,1.0,-2.0,0.0,39.0,1.0,1329.0,4.0,Master's Degree,1.0,4.0,47.0,2.0,2.0,3.0,5902.0,14590.0,4.0,14.0,3.0,3.0,80.0,1.0,17.0,4.0,15.0,11.0,5.0,9.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-183,183.0,Male,Sales Executive,Married,No,Y,3.0,-2.0,0.0,25.0,1.0,959.0,28.0,Bachelor's Degree,1.0,,41.0,2.0,2.0,3.0,8639.0,24835.0,2.0,18.0,3.0,4.0,80.0,0.0,6.0,3.0,2.0,2.0,2.0,2.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Human Resources,STAFF-184,184.0,Male,Human Resources,Married,Yes,Y,2.0,-2.0,0.0,30.0,1.0,1240.0,9.0,Bachelor's Degree,1.0,3.0,48.0,3.0,2.0,4.0,6347.0,13982.0,0.0,19.0,3.0,4.0,80.0,0.0,12.0,1.0,11.0,9.0,4.0,7.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-190,190.0,Female,Laboratory Technician,Single,No,Y,2.0,-2.0,0.0,32.0,0.0,1033.0,9.0,Bachelor's Degree,1.0,1.0,41.0,3.0,1.0,1.0,4200.0,10224.0,7.0,22.0,4.0,1.0,80.0,0.0,10.0,4.0,5.0,4.0,0.0,4.0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-192,192.0,Male,Research Scientist,Single,No,Y,2.0,-2.0,0.0,45.0,1.0,1316.0,29.0,Bachelor's Degree,1.0,3.0,83.0,3.0,1.0,4.0,3452.0,9752.0,5.0,13.0,3.0,2.0,80.0,0.0,9.0,2.0,6.0,5.0,0.0,3.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-193,193.0,Female,Research Scientist,Single,Yes,Y,2.0,-2.0,0.0,38.0,1.0,364.0,3.0,Doctoral Degree,1.0,4.0,32.0,3.0,2.0,3.0,4317.0,2302.0,3.0,20.0,4.0,2.0,80.0,0.0,19.0,3.0,3.0,2.0,2.0,2.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-194,194.0,Female,Research Scientist,Single,No,Y,4.0,-2.0,0.0,30.0,1.0,438.0,18.0,Bachelor's Degree,1.0,1.0,75.0,3.0,1.0,3.0,2632.0,23910.0,1.0,14.0,3.0,3.0,80.0,0.0,5.0,2.0,5.0,4.0,0.0,4.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-195,195.0,Male,Sales Executive,Divorced,No,Y,2.0,-2.0,0.0,32.0,1.0,689.0,9.0,Associates Degree,1.0,4.0,35.0,1.0,2.0,4.0,4668.0,22812.0,0.0,17.0,3.0,4.0,80.0,3.0,9.0,4.0,8.0,7.0,0.0,7.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-197,197.0,Female,Research Scientist,Divorced,No,Y,3.0,-2.0,0.0,30.0,1.0,201.0,5.0,Bachelor's Degree,1.0,4.0,84.0,3.0,1.0,1.0,3204.0,10415.0,5.0,14.0,3.0,,80.0,1.0,8.0,3.0,3.0,2.0,2.0,2.0
